,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
4668,D4,,0,2023-08-21 17:04:00+00,2023,8,Monday   ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
4738,A1,,0,2023-08-22 08:30:00+00,2023,8,Tuesday  ,8,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
4741,B2,,0,2023-08-22 08:09:00+00,2023,8,Tuesday  ,8,DUDLEY ST,42.31735425056758,-71.06583025569181,"(42.31735425056758, -71.06583025569181)"
4743,E18,,0,2023-08-22 12:07:00+00,2023,8,Tuesday  ,12,TRUMAN PKWY,42.24124892522304,-71.12629992589298,"(42.24124892522304, -71.12629992589298)"
4771,D4,146,0,2024-07-10 16:22:00+00,2024,7,Wednesday,16,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
4773,C6,186,0,2024-07-11 17:12:00+00,2024,7,Thursday ,17,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
4785,D4,146,0,2024-07-03 18:39:00+00,2024,7,Wednesday,18,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
4791,D4,162,0,2024-07-11 13:19:00+00,2024,7,Thursday ,13,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
4912,B2,329,0,2023-09-21 14:30:00+00,2023,9,Thursday ,14,BLUE HILL AVE,42.30989409285917,-71.08231914796782,"(42.309894092859174, -71.08231914796782)"
4930,D4,143,0,2023-09-22 17:00:00+00,2023,9,Friday   ,17,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
4972,A1,,0,2023-08-21 14:30:00+00,2023,8,Monday   ,14,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
4982,D14,,0,2023-08-21 10:15:00+00,2023,8,Monday   ,10,WESTERN AVE,42.36284134765465,-71.13792294977702,"(42.36284134765465, -71.13792294977702)"
4989,C11,,0,2023-08-21 14:50:00+00,2023,8,Monday   ,14,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
5039,D4,133,0,2023-11-30 14:28:00+00,2023,11,Thursday ,14,NEWBURY ST,42.35237026607109,-71.07227221547399,"(42.352370266071084, -71.07227221547399)"
5042,C11,450,0,2023-11-28 09:30:00+00,2023,11,Tuesday  ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
5054,C6,186,0,2023-11-28 08:30:00+00,2023,11,Tuesday  ,8,ALLSTATE ROAD,,,
5084,D14,768,0,2023-11-28 23:39:00+00,2023,11,Tuesday  ,23,MARKET ST,42.35524865013419,-71.14966880287777,"(42.35524865013419, -71.14966880287777)"
5106,D4,141,0,2023-11-27 13:08:00+00,2023,11,Monday   ,13,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
5132,A7,16,0,2023-12-01 09:49:00+00,2023,12,Friday   ,9,E EAGLE ST,42.38132453142911,-71.02804042233107,"(42.38132453142911, -71.02804042233107)"
5151,D4,,0,2023-05-03 13:46:00+00,2023,5,Wednesday,13,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
5190,A1,61,0,2023-11-28 11:58:00+00,2023,11,Tuesday  ,11,NASHUA ST,42.36600794544242,-71.06403548345675,"(42.36600794544242, -71.06403548345675)"
5213,E5,,0,2023-06-02 13:52:00+00,2023,6,Friday   ,13,VFW PKWY,42.28059473010109,-71.17091611354324,"(42.28059473010109, -71.17091611354324)"
5227,A1,112,0,2023-05-31 11:48:00+00,2023,5,Wednesday,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
5229,D4,,0,2023-06-01 20:30:00+00,2023,6,Thursday ,20,BOYLSTON ST,42.34815184282904,-71.08450873611677,"(42.34815184282904, -71.08450873611677)"
5246,B3,406,0,2023-05-31 10:29:00+00,2023,5,Wednesday,10,RIVER ST,42.27222762298229,-71.07006215464861,"(42.27222762298229, -71.07006215464861)"
5259,C6,,0,2023-05-31 11:27:00+00,2023,5,Wednesday,11,ALLSTATE RD,42.328099189441325,-71.0632172846628,"(42.328099189441325, -71.0632172846628)"
5280,A1,112,0,2023-06-01 12:49:00+00,2023,6,Thursday ,12,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
5283,D4,,0,2023-06-01 18:00:00+00,2023,6,Thursday ,18,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
5292,B3,,0,2023-06-01 18:03:00+00,2023,6,Thursday ,18,BLUE HILL AVE,42.26820155864584,-71.09367416656292,"(42.268201558645835, -71.09367416656292)"
5301,D4,,0,2023-05-31 16:25:00+00,2023,5,Wednesday,16,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
5364,A1,,0,2023-06-01 14:53:00+00,2023,6,Thursday ,14,STATE ST,42.35942506844718,-71.05288862275349,"(42.35942506844718, -71.05288862275349)"
5378,A1,112,0,2023-06-01 17:08:00+00,2023,6,Thursday ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
5473,A15,,0,2023-06-01 18:32:00+00,2023,6,Thursday ,18,VINE ST,42.37700185249373,-71.0567891951671,"(42.37700185249373, -71.0567891951671)"
5495,C11,,0,2023-06-10 19:16:00+00,2023,6,Saturday ,19,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
5498,C11,405,0,2023-06-10 21:41:00+00,2023,6,Saturday ,21,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
5500,C6,,0,2023-06-10 15:35:00+00,2023,6,Saturday ,15,SEAPORT BLVD,42.351343240047335,-71.04476889672478,"(42.351343240047335, -71.04476889672478)"
5510,D4,,0,2023-06-10 18:12:00+00,2023,6,Saturday ,18,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
5527,D14,796,0,2023-12-04 08:23:00+00,2023,12,Monday   ,8,HARVARD AVE,42.34966712874339,-71.13048740468365,"(42.34966712874339, -71.13048740468365)"
5531,D4,134,0,2023-12-04 10:42:00+00,2023,12,Monday   ,10,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
5544,A1,93,0,2023-12-04 11:47:00+00,2023,12,Monday   ,11,NORTH ST,42.36045047253847,-71.0564406191821,"(42.36045047253847, -71.0564406191821)"
5601,D4,138,0,2023-12-15 11:46:00+00,2023,12,Friday   ,11,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
5621,D4,143,0,2024-02-17 15:13:00+00,2024,2,Saturday ,15,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
5637,D4,624,0,2024-02-01 23:51:00+00,2024,2,Thursday ,23,BOYLSTON ST,42.34489550851601,-71.09659241674785,"(42.34489550851601, -71.09659241674785)"
5646,A1,112,0,2024-02-24 11:02:00+00,2024,2,Saturday ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
5653,D4,143,0,2024-02-24 18:00:00+00,2024,2,Saturday ,18,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
5681,B2,239,0,2024-02-01 10:03:00+00,2024,2,Thursday ,10,DUDLEY ST,42.31735425056758,-71.06583025569181,"(42.31735425056758, -71.06583025569181)"
5684,A1,105,0,2024-02-01 14:59:00+00,2024,2,Thursday ,14,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
5716,C11,450,0,2024-02-17 09:26:00+00,2024,2,Saturday ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
5745,D4,143,0,2024-07-25 16:54:00+00,2024,7,Thursday ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
5787,B2,,0,2023-05-31 15:27:00+00,2023,5,Wednesday,15,WARREN ST,42.316966055161714,-71.08254116899847,"(42.316966055161714, -71.08254116899847)"
5841,D4,,0,2023-05-30 18:00:00+00,2023,5,Tuesday  ,18,HUNTINGTON AVE,42.34749853876142,-71.07925557290004,"(42.34749853876142, -71.07925557290004)"
5846,D4,,0,2023-05-30 16:11:00+00,2023,5,Tuesday  ,16,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
5865,A7,,0,2023-06-01 19:00:00+00,2023,6,Thursday ,19,BORDER ST,42.37620216335869,-71.03979962591616,"(42.376202163358684, -71.03979962591616)"
5906,D4,143,0,2024-02-15 11:40:00+00,2024,2,Thursday ,11,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
5941,D4,627,0,2023-06-11 16:30:00+00,2023,6,Sunday   ,16,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
5962,A7,15,0,2023-12-01 21:18:00+00,2023,12,Friday   ,21,BENNINGTON ST,42.38180546862158,-71.02045916916059,"(42.38180546862158, -71.02045916916059)"
5964,D4,143,0,2023-12-01 11:25:00+00,2023,12,Friday   ,11,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
5982,D4,134,0,2023-12-01 17:30:00+00,2023,12,Friday   ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
5986,D4,152,0,2023-12-01 17:44:00+00,2023,12,Friday   ,17,TREMONT ST,42.342995260421176,-71.0734411652785,"(42.342995260421176, -71.0734411652785)"
6003,D4,134,0,2023-11-30 16:00:00+00,2023,11,Thursday ,16,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
6038,A1,112,0,2023-12-01 17:10:00+00,2023,12,Friday   ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
6072,C11,405,0,2023-12-02 17:53:00+00,2023,12,Saturday ,17,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
6074,D4,134,0,2023-12-02 20:02:00+00,2023,12,Saturday ,20,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
6101,D4,138,0,2024-02-01 10:55:00+00,2024,2,Thursday ,10,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
6105,D4,627,0,2024-02-01 14:16:00+00,2024,2,Thursday ,14,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
6119,D4,143,0,2024-02-04 14:20:00+00,2024,2,Sunday   ,14,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
6120,A1,112,0,2024-02-03 18:32:00+00,2024,2,Saturday ,18,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
6128,A1,112,0,2024-02-04 11:36:00+00,2024,2,Sunday   ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
6131,D4,627,0,2024-02-04 15:32:00+00,2024,2,Sunday   ,15,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
6139,C6,200,0,2024-02-07 21:05:00+00,2024,2,Wednesday,21,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
6179,C11,248,0,2024-08-01 10:54:00+00,2024,8,Thursday ,10,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
6183,D4,143,0,2024-02-06 15:01:00+00,2024,2,Tuesday  ,15,HUNTINGTON AVE,42.34749853876142,-71.07925557290004,"(42.34749853876142, -71.07925557290004)"
6203,C6,200,0,2024-02-01 08:15:00+00,2024,2,Thursday ,8,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
6282,C6,200,0,2024-02-01 07:01:00+00,2024,2,Thursday ,7,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
6304,A1,112,0,2024-02-08 17:09:00+00,2024,2,Thursday ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
6306,D4,628,0,2024-02-07 17:42:00+00,2024,2,Wednesday,17,PARK DR,42.3441665899355,-71.10359165150426,"(42.3441665899355, -71.10359165150426)"
6312,A1,118,0,2024-06-25 01:01:00+00,2024,6,Tuesday  ,1,STUART ST,42.350867504527606,-71.06721420053205,"(42.350867504527606, -71.06721420053205)"
6361,D4,627,0,2024-06-25 15:58:00+00,2024,6,Tuesday  ,15,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
6368,C11,452,0,2024-06-26 14:07:00+00,2024,6,Wednesday,14,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
6372,E13,304,0,2024-06-26 08:42:00+00,2024,6,Wednesday,8,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
6378,D4,143,0,2024-06-26 19:30:00+00,2024,6,Wednesday,19,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
6382,E18,521,0,2024-06-26 11:28:00+00,2024,6,Wednesday,11,RIVER ST,42.25592609955167,-71.12317289525595,"(42.25592609955167, -71.12317289525595)"
6428,C6,214,0,2024-06-25 09:34:00+00,2024,6,Tuesday  ,9,W BROADWAY,42.33611150189893,-71.04665481129499,"(42.336111501898934, -71.04665481129499)"
6440,D4,133,0,2024-06-25 11:20:00+00,2024,6,Tuesday  ,11,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
6466,D4,627,0,2024-08-05 18:12:00+00,2024,8,Monday   ,18,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
6475,A1,111,0,2024-08-05 18:00:00+00,2024,8,Monday   ,18,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
6477,A1,104,0,2024-08-05 15:55:00+00,2024,8,Monday   ,15,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
6495,C6,206,0,2024-06-26 17:34:00+00,2024,6,Wednesday,17,SEAPORT BLVD,42.35196401812037,-71.04611334347733,"(42.35196401812037, -71.04611334347733)"
6509,D4,162,0,2024-06-26 10:39:00+00,2024,6,Wednesday,10,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
6516,B2,321,0,2024-06-26 16:23:00+00,2024,6,Wednesday,16,"BLUE HILL AVE & WARREN ST
DORCHESTER, MA 02121
UNI",42.30952457797852,-71.08261864370077,"(42.30952457797852, -71.08261864370077)"
6552,D4,143,0,2024-01-25 17:17:00+00,2024,1,Thursday ,17,RING ROAD,,,
6575,D4,,0,2024-01-25 12:45:00+00,2024,1,Thursday ,12,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
6602,B3,428,0,2024-08-05 09:51:00+00,2024,8,Monday   ,9,MORTON ST,42.28187017401512,-71.08751220128951,"(42.28187017401512, -71.08751220128951)"
6631,E5,691,0,2024-06-22 12:58:00+00,2024,6,Saturday ,12,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
6655,D4,162,0,2024-06-26 21:35:00+00,2024,6,Wednesday,21,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
6656,D4,146,0,2024-06-26 11:02:00+00,2024,6,Wednesday,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
6686,D4,138,0,2024-01-25 18:14:00+00,2024,1,Thursday ,18,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
6695,C11,452,0,2024-01-26 08:31:00+00,2024,1,Friday   ,8,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
6700,B2,586,0,2024-01-26 11:29:00+00,2024,1,Friday   ,11,HILLSIDE ST,42.33043298144911,-71.10268609374238,"(42.33043298144911, -71.10268609374238)"
6703,C11,337,0,2024-01-26 21:13:00+00,2024,1,Friday   ,21,COLUMBIA RD,42.30889316220174,-71.07410532675802,"(42.30889316220174, -71.07410532675802)"
6718,B3,476,0,2024-01-26 12:50:00+00,2024,1,Friday   ,12,BLUE HILL AVE,42.2699468933332,-71.0938037982284,"(42.2699468933332, -71.0938037982284)"
6722,C6,186,0,2024-08-05 09:33:00+00,2024,8,Monday   ,9,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
6725,A1,76,0,2024-08-05 14:30:00+00,2024,8,Monday   ,14,CANAL ST,42.36394460975699,-71.05942884918129,"(42.36394460975699, -71.05942884918129)"
6808,D4,627,0,2024-08-05 16:50:00+00,2024,8,Monday   ,16,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
6828,C6,186,0,2023-10-14 18:02:00+00,2023,10,Saturday ,18,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
6831,D4,146,0,2023-10-14 16:00:00+00,2023,10,Saturday ,16,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
6837,B3,476,0,2023-10-14 18:53:00+00,2023,10,Saturday ,18,BLUE HILL AVE,42.2699468933332,-71.0938037982284,"(42.2699468933332, -71.0938037982284)"
6846,D4,619,0,2023-10-14 15:15:00+00,2023,10,Saturday ,15,WESTLAND AVE,42.34355824108162,-71.08734199876892,"(42.34355824108162, -71.08734199876892)"
6870,A1,112,0,2023-10-14 16:19:00+00,2023,10,Saturday ,16,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
6902,D4,143,0,2023-10-15 13:23:00+00,2023,10,Sunday   ,13,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
6909,D4,,0,2023-08-22 18:29:00+00,2023,8,Tuesday  ,18,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
6925,D4,146,0,2024-08-05 11:11:00+00,2024,8,Monday   ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
7027,D14,786,0,2023-12-14 17:09:00+00,2023,12,Thursday ,17,WASHINGTON ST,42.34340746355098,-71.14230661071744,"(42.34340746355098, -71.14230661071744)"
7038,C11,355,0,2023-12-14 13:35:00+00,2023,12,Thursday ,13,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
7053,B2,588,0,2023-12-15 00:00:00+00,2023,12,Friday   ,0,PARKER ST,42.33226799273602,-71.09674902351004,"(42.33226799273602, -71.09674902351004)"
7066,D4,146,0,2023-12-15 14:15:00+00,2023,12,Friday   ,14,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
7077,C6,186,0,2023-12-14 10:54:00+00,2023,12,Thursday ,10,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
7133,E5,550,0,2023-10-11 14:29:00+00,2023,10,Wednesday,14,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
7148,E18,503,0,2023-10-11 18:10:00+00,2023,10,Wednesday,18,AMERICAN LEGION HWY,42.283146738916166,-71.11374225658426,"(42.283146738916166, -71.11374225658426)"
7158,A1,72,0,2024-06-25 11:41:00+00,2024,6,Tuesday  ,11,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
7160,A1,111,0,2023-12-15 13:56:00+00,2023,12,Friday   ,13,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
7165,A1,72,0,2024-06-25 16:27:00+00,2024,6,Tuesday  ,16,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
7201,D4,146,0,2024-06-24 11:10:00+00,2024,6,Monday   ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
7203,D4,627,0,2024-06-25 18:13:00+00,2024,6,Tuesday  ,18,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
7260,D4,142,0,2024-06-26 11:49:00+00,2024,6,Wednesday,11,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
7325,C6,186,0,2024-01-26 12:31:00+00,2024,1,Friday   ,12,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
7375,E18,490,0,2024-01-25 10:10:00+00,2024,1,Thursday ,10,AMERICAN LEGION HWY,42.27412982229016,-71.11674693475842,"(42.274129822290156, -71.11674693475842)"
7376,C11,356,0,2024-01-25 14:21:00+00,2024,1,Thursday ,14,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
7397,D4,627,0,2024-01-25 13:33:00+00,2024,1,Thursday ,13,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
7414,D4,146,0,2024-01-25 14:52:00+00,2024,1,Thursday ,14,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
7427,C6,186,0,2024-01-25 18:55:00+00,2024,1,Thursday ,18,ALLSTATE RD,42.328099189441325,-71.0632172846628,"(42.328099189441325, -71.0632172846628)"
7494,D4,133,0,2024-06-25 10:58:00+00,2024,6,Tuesday  ,10,NEWBURY ST,42.35117959608332,-71.07666656997849,"(42.35117959608332, -71.07666656997849)"
7496,E5,691,0,2024-06-23 11:17:00+00,2024,6,Sunday   ,11,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
7532,B3,444,0,2023-10-10 13:58:00+00,2023,10,Tuesday  ,13,BLUE HILL AVE,42.295763369154415,-71.08756067038517,"(42.295763369154415, -71.08756067038517)"
7656,B3,428,0,2023-10-13 13:00:00+00,2023,10,Friday   ,13,BLUE HILL AVE,42.28374526093041,-71.09153651484083,"(42.28374526093041, -71.09153651484083)"
7717,D4,,0,2023-02-19 17:47:00+00,2023,2,Sunday   ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
7748,C6,,0,2023-06-02 18:12:00+00,2023,6,Friday   ,18,THOMSON PL,42.35177278192207,-71.04704139977217,"(42.351772781922065, -71.04704139977217)"
7772,D4,,0,2023-06-20 19:42:00+00,2023,6,Tuesday  ,19,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
7912,B2,329,0,2023-12-19 16:06:00+00,2023,12,Tuesday  ,16,BLUE HILL AVE,42.30989409285917,-71.08231914796782,"(42.309894092859174, -71.08231914796782)"
7926,E5,691,0,2024-06-08 18:47:00+00,2024,6,Saturday ,18,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
7951,D14,815,0,2023-10-10 12:26:00+00,2023,10,Tuesday  ,12,FRANKLIN ST,42.359918291181074,-71.13292949086036,"(42.359918291181074, -71.13292949086036)"
7995,D4,143,0,2024-01-25 16:34:00+00,2024,1,Thursday ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
8059,A1,103,0,2023-08-27 10:10:00+00,2023,8,Sunday   ,10,SCHOOL ST,42.35754572009958,-71.05881998053582,"(42.35754572009958, -71.05881998053582)"
